title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path,descr_action,descr_adventure,descr_animation,descr_biography,descr_comedy,descr_crime,descr_documentary,descr_drama,descr_family,descr_fantasy,descr_film_noir,descr_history,descr_horror,descr_music,descr_musical,descr_mystery,descr_romance,descr_sci_fi,descr_short,descr_sport,descr_superhero,descr_thriller,descr_war,descr_western,label_action,label_adventure,label_animation,label_biography,label_comedy,label_crime,label_documentary,label_drama,label_family,label_fantasy,label_film_noir,label_history,label_horror,label_music,label_musical,label_mystery,label_romance,label_sci_fi,label_short,label_sport,label_superhero,label_thriller,label_war,label_western
Summer Time Rendering,"Upon hearing of Ushio's death, Shinpei returns to his hometown of Wakayama City on Hitogashima and reunites with his childhood friend's family. The funeral goes smoothly, but under the surface something strange is brewing on the island. What mysteries await him on this secluded summer island?",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/animation/summer_time_rendering.jpg,-1.2915353,-1.7365335,-1.9076412,-3.5014126,-1.2612063,-4.003568,-2.3616173,-0.8780576,-3.1671402,-2.149785,-5.794513,-3.1974277,-3.9175656,-5.9255285,-5.6515517,-3.9348152,-3.1864648,-3.154941,-0.49721432,-2.979949,-4.376243,-4.1434608,-5.0063763,-4.3364015,-3.5087547,-3.8808222,-4.0737853,-2.7730002,-1.8094722,-2.2165642,-0.47747454,-0.83667105,-3.7625623,-2.729341,-3.0702822,-2.7435277,-0.84898823,-2.9862611,-4.771829,-1.691284,-2.4983897,-2.6861763,-1.6311485,-4.3768134,-4.428472,-1.8759059,-3.8903868,-4.2477164
Gettysburg,"In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,./data/posters/history/gettysburg.jpg,-0.18143103,-1.5403031,-3.289722,-3.1692524,-2.5745783,-4.273191,-2.9281616,0.012518616,-4.3912654,-2.6123636,-6.2289615,-1.2288786,-4.443514,-6.625366,-6.3757825,-4.3615437,-3.279055,-3.2492545,-1.8253163,-3.7961206,-4.7528896,-3.5039055,-2.9180012,-3.7381258,-3.4699883,-3.9282205,-4.187512,-2.614178,-1.9275643,-2.1361036,-0.57845503,-0.64263076,-3.854443,-2.7987378,-2.9923615,-2.5981839,-0.8957902,-3.079609,-4.866311,-1.6432492,-2.4965818,-2.7255375,-1.7528431,-4.364436,-4.4878216,-1.8181603,-3.7640536,-4.19836
9-1-1,"Explores the high-pressure experiences of the first responders who are thrust into the most frightening, shocking, and heart-stopping situations.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/action/9_1_1.jpg,-0.22505489,-2.1126814,-2.912213,-3.60542,-1.9912388,-3.2742636,-2.5887225,-0.33039796,-4.1936765,-2.8694475,-5.420577,-3.1784718,-3.7552936,-6.8531485,-6.598623,-3.3820243,-3.532792,-2.3130195,-1.143606,-3.1307118,-4.054331,-2.8958774,-4.0671835,-4.235734,-3.4602873,-3.8829906,-4.1114283,-2.6501977,-1.8784314,-2.168899,-0.562679,-0.6857323,-3.7917485,-2.7298625,-2.9986417,-2.6375105,-0.8508028,-3.0414627,-4.809788,-1.6267664,-2.4536316,-2.6909664,-1.7125326,-4.352717,-4.441122,-1.816985,-3.784426,-4.217181
Death in Paradise,A Detective Inspector is transferred from London to the Caribbean island of Saint-Marie to investigate and solve complex homicides.,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,./data/posters/comedy/death_in_paradise.jpg,-1.4203432,-2.5054584,-2.7623749,-3.2100775,-1.4320437,-0.9949039,-2.1114252,-0.22872283,-4.015346,-2.3695555,-4.446732,-3.2969387,-3.1124444,-6.2466593,-5.903441,-1.9128289,-3.4015472,-2.619057,-0.74166286,-3.4660738,-3.6474938,-2.5427985,-4.826507,-4.2955165,-3.5257883,-3.9371169,-4.105331,-2.7728417,-1.9445021,-2.057192,-0.5287068,-0.78252256,-3.836103,-2.7075958,-2.9250689,-2.7334027,-0.6712911,-3.146707,-4.8600736,-1.4935054,-2.6029804,-2.7353816,-1.7095037,-4.4743624,-4.459093,-1.6920434,-3.875179,-4.1909213
Train to Busan,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,./data/posters/horror/train_to_busan.jpg,-1.0525854,-1.8327725,-2.4290404,-3.992644,-1.5174772,-3.7156332,-2.2764482,-1.376235,-3.8419874,-1.7987434,-5.841379,-3.2497349,-2.2651114,-5.9932046,-5.843329,-3.1414769,-3.654005,-1.9776468,-0.374104,-4.2425003,-3.7459931,-3.0077848,-4.466445,-4.312267,-3.4830565,-3.8803356,-4.105433,-2.71696,-1.8578448,-2.1903477,-0.57431626,-0.7461485,-3.8185458,-2.7635891,-3.0561764,-2.6986659,-0.8845243,-3.0787594,-4.848841,-1.6902202,-2.515333,-2.7179472,-1.6917005,-4.384004,-4.4489236,-1.8606877,-3.8465183,-4.2486506
The Night House,A widow begins to uncover her recently deceased husband's disturbing secrets.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,./data/posters/horror/the_night_house.jpg,-1.5923676,-2.1197379,-2.3716328,-3.1847193,-1.5764009,-2.8583238,-1.6569542,-0.7171514,-3.6459894,-2.202121,-4.8119493,-3.1058295,-3.2056305,-5.8705826,-5.575198,-2.9761324,-3.1259232,-2.5213938,-0.3514595,-3.3522575,-4.0518603,-3.3278592,-4.8774953,-3.9542255,-3.5197747,-3.8337753,-3.9634585,-2.8482335,-1.733538,-2.2264862,-0.55501866,-0.91595984,-3.6933036,-2.6968145,-3.1599383,-2.8660977,-0.8053082,-2.9181566,-4.7092338,-1.7137431,-2.5100243,-2.7092092,-1.6149346,-4.4720726,-4.4381742,-1.8920925,-3.967758,-4.264014
Girls Just Want to Have Fun,"Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and ""Dance TV"" in particular.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,./data/posters/music/girls_just_want_to_have_fun.jpg,-3.0703375,-2.9156458,-2.2636669,-3.5152218,0.1809526,-3.7395897,-1.9701854,-1.657221,-3.0430343,-2.9501538,-5.430418,-4.211213,-3.9870737,-3.2317138,-3.945713,-4.509062,-2.6576548,-4.0997887,-0.17201254,-3.1332476,-4.8714275,-4.669426,-5.9203157,-4.326336,-3.6565356,-3.9398353,-4.053189,-2.8335679,-1.63861,-2.2360814,-0.45900184,-0.9527834,-3.730085,-2.7836223,-3.18818,-2.9011724,-0.92434645,-2.8766096,-4.7058883,-1.8101287,-2.4876037,-2.804545,-1.5848619,-4.3801613,-4.519997,-2.003288,-4.0294304,-4.2988777
American Murder: The Family Next Door,"In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family's story made headlines around the world.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/documentary/american_murder__the_family_next_door.jpg,-2.0601864,-2.1674929,-2.4347615,-3.3639395,-1.5721928,-2.9913821,-1.146418,-1.3009794,-3.8079922,-2.7536035,-5.156507,-3.3041558,-3.577334,-6.082786,-5.854093,-3.3085334,-3.6715517,-2.8895547,-0.3624221,-3.3872616,-4.6131945,-3.7071984,-5.3893075,-3.8064811,-3.5821085,-3.9157846,-4.028886,-2.8393598,-1.7493175,-2.1664116,-0.5215085,-0.9160314,-3.7481995,-2.7855859,-3.1746018,-2.8761363,-0.87312514,-2.9412034,-4.7438045,-1.7562066,-2.5474873,-2.8094778,-1.6358534,-4.4803796,-4.5136075,-1.9372456,-3.99502,-4.2572675
Obi-Wan Kenobi,"Jedi Master Obi-Wan Kenobi has to save young Leia after she is kidnapped, all the while being pursued by Imperial Inquisitors and his former Padawan, now known as Darth Vader.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/posters/action/obi_wan_kenobi.jpg,-0.83233017,-1.3223271,-1.9168948,-3.6085246,-1.2557639,-3.505672,-2.4285278,-0.9267429,-3.3346334,-1.9349989,-5.497403,-3.1289477,-3.5629704,-6.0391297,-5.57567,-3.5001142,-3.1546118,-2.338367,-0.3755341,-3.4361894,-3.7715456,-3.7298458,-4.8273454,-4.089216,-3.4376674,-3.8698714,-4.0844016,-2.7039719,-1.8669072,-2.1579354,-0.53790975,-0.7713857,-3.8000016,-2.7532344,-3.0612533,-2.678661,-0.8696381,-3.0639837,-4.8257685,-1.6797439,-2.5426497,-2.703718,-1.6756539,-4.378647,-4.4393926,-1.8586608,-3.8280134,-4.1896534
The Double Life of Véronique,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/posters/music/the_double_life_of_véronique.jpg,-2.0591583,-2.2604525,-2.4851313,-3.3962739,-1.5280477,-3.4555755,-1.6620234,-0.7618247,-3.697542,-2.2376404,-5.230625,-3.215599,-3.328374,-5.7055,-5.591062,-3.3169694,-3.1402435,-2.716849,-0.26099026,-3.536317,-4.428623,-3.6413827,-5.101413,-4.40236,-3.5342786,-3.8304298,-3.9562624,-2.8364215,-1.7010732,-2.2484217,-0.51786816,-0.93411106,-3.6744528,-2.7152476,-3.202135,-2.856354,-0.85642886,-2.8650126,-4.6747885,-1.7691453,-2.4828897,-2.725767,-1.5802883,-4.4473066,-4.443349,-1.9475623,-3.96198,-4.2501287
Be Cool,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/posters/music/be_cool.jpg,-2.7863863,-2.8804035,-2.7351923,-3.0854797,-1.415623,-3.4137673,-1.7002603,-1.5937049,-3.9411464,-3.6733127,-5.9333777,-3.5884075,-4.337424,-2.689769,-4.6976953,-4.727327,-4.101923,-4.580464,-1.2851807,-4.0931926,-5.5070496,-4.7107477,-5.810702,-4.3231573,-3.47668,-3.9070733,-4.130526,-2.636821,-1.8615676,-2.1609678,-0.5462185,-0.69621956,-3.8067713,-2.7662704,-3.0123305,-2.6438549,-0.8834762,-3.014592,-4.8062057,-1.6599653,-2.460536,-2.7069528,-1.7024472,-4.344621,-4.457379,-1.8415724,-3.796335,-4.200118
Les Misérables,"Television adaptation of Victor Hugo's classic novel, which follows Jean Valjean as he evades capture by the unyielding Inspector Javert. Set against a backdrop of post-Napoleonic France as unrest begins to grip the city of Paris once more.",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,./data/posters/history/les_misérables.jpg,-1.668051,-1.87315,-2.678392,-2.879965,-1.5927023,-3.9267402,-2.1880393,-0.33679053,-3.5836136,-2.2536278,-5.71614,-2.0986686,-3.9753177,-5.6474996,-5.3519096,-3.894876,-2.878005,-3.2473357,-0.72719276,-3.4690404,-4.5874577,-3.945684,-4.499954,-3.9182076,-3.5526805,-3.9475646,-4.1647935,-2.625821,-1.8717175,-2.1706007,-0.55220354,-0.65269357,-3.8124993,-2.7853208,-3.015731,-2.6427588,-0.9065205,-2.964945,-4.784626,-1.6750319,-2.4216206,-2.7583044,-1.7141345,-4.3815327,-4.5141087,-1.868067,-3.8165598,-4.231447
The Red Balloon,A red balloon with a mind of its own follows a little boy around the streets of Paris.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/the_red_balloon.jpg,-2.0639198,-2.2191455,-2.1086807,-3.4315534,-0.77958494,-3.3135657,-1.6061817,-1.4523057,-3.3877914,-2.2092235,-5.159644,-3.4779034,-2.9490883,-5.5547714,-5.1949744,-3.2495592,-3.1904716,-2.3772204,0.2538829,-3.2635796,-4.0409784,-3.4037473,-5.037825,-4.3138313,-3.5331182,-3.8337872,-3.9770026,-2.8166025,-1.7169042,-2.2606063,-0.5399694,-0.9003431,-3.6886141,-2.721099,-3.1939,-2.8350313,-0.8594102,-2.878521,-4.68911,-1.7611177,-2.477513,-2.7234073,-1.6037625,-4.442286,-4.4521775,-1.9396801,-3.949163,-4.2556386
The Game Changers,A UFC fighter's world is turned upside down when he discovers an elite group of world-renowned athletes and scientists who prove that everything he had been taught about protein was a lie.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/documentary/the_game_changers.jpg,-1.8832517,-2.132208,-2.243097,-3.1495073,-1.6621267,-3.3547506,-1.0493354,-1.6931154,-3.702581,-3.4215724,-5.4663854,-3.4046903,-4.086206,-5.6611905,-5.715466,-4.171116,-4.014552,-2.9825702,-0.5796158,-2.4628618,-4.575174,-3.9810164,-5.434652,-3.7719917,-3.5012221,-3.8169873,-3.9604876,-2.8423128,-1.7019744,-2.252517,-0.5095948,-0.9514654,-3.7012222,-2.7305183,-3.2311616,-2.8508203,-0.85944706,-2.9109962,-4.7059183,-1.7790208,-2.5324502,-2.7341807,-1.5801462,-4.433904,-4.4490333,-1.9470059,-3.9608264,-4.234785
Wendell & Wild,"Two scheming demon brothers, Wendell and Wild, enlist the aid of 13-year-old Kat Elliot to summon them to the Land of the Living.",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/animation/wendell___wild.jpg,-1.6839899,-1.7984406,-1.9603393,-3.4953322,-1.0036865,-3.7534049,-2.04698,-1.186344,-3.0538392,-1.9317076,-5.6160607,-3.0119662,-3.4466922,-5.6385264,-5.187592,-3.7299562,-2.878236,-3.171477,-0.25022012,-3.3687646,-4.2008333,-4.0106993,-5.051311,-3.83963,-3.5739536,-3.883645,-4.0553217,-2.794856,-1.7150908,-2.24737,-0.50266767,-0.8997725,-3.7593238,-2.7684548,-3.1637378,-2.8137991,-0.8814309,-2.9800012,-4.771641,-1.7532215,-2.5309484,-2.778818,-1.6224357,-4.404235,-4.5018916,-1.9535289,-3.953822,-4.2211456
The Sum of All Fears,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,./data/posters/war/the_sum_of_all_fears.jpg,-0.5757314,-2.2901335,-2.828467,-3.3270948,-1.7117666,-3.587621,-2.2195644,-1.0284032,-3.9472687,-3.215203,-5.677979,-3.059657,-3.884702,-6.6725264,-6.4636455,-3.8163693,-4.1425323,-2.751079,-1.4925672,-1.326379,-4.4710016,-3.1958668,-4.031587,-4.0692315,-3.520116,-3.8339765,-3.9663796,-2.813573,-1.7211157,-2.240505,-0.53764236,-0.90602535,-3.684898,-2.7188249,-3.180518,-2.8343205,-0.84097904,-2.8835773,-4.6873016,-1.7457505,-2.492175,-2.7218,-1.6041952,-4.4440384,-4.4496636,-1.9217583,-3.9417388,-4.237766
Thelma & Louise,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/adventure/thelma___louise.jpg,-1.0763597,-2.5248322,-2.7689595,-3.1383345,-1.6199197,-1.377825,-2.3122928,-0.39472476,-4.14713,-2.757413,-4.511811,-3.1612582,-3.6372712,-6.412576,-6.0460196,-2.6192489,-3.5190668,-3.035179,-0.91640466,-3.4782336,-3.8822799,-2.879102,-4.838347,-3.9159603,-3.5474606,-3.842113,-3.9777946,-2.827392,-1.7076423,-2.2584617,-0.5553582,-0.9055841,-3.6885247,-2.7346265,-3.2093544,-2.8604627,-0.8748225,-2.8782032,-4.692021,-1.775201,-2.4847958,-2.7434173,-1.6079848,-4.462386,-4.468796,-1.9581275,-3.9695985,-4.269837
Suits,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/comedy/suits.jpg,-2.3264856,-2.9560905,-2.7745547,-3.346099,-0.71692085,-2.914952,-2.0798469,-0.9476737,-3.7774966,-2.876421,-5.082108,-3.8254356,-3.4874907,-6.0104146,-5.88313,-3.4344833,-3.31975,-2.9952984,-0.35645905,-3.0822499,-4.5295854,-3.6961882,-5.368292,-4.237031,-3.4755034,-3.9010808,-4.1281343,-2.6421673,-1.8727733,-2.1526682,-0.54703236,-0.6971381,-3.8017445,-2.7547266,-3.0001576,-2.6428058,-0.8670006,-3.0182314,-4.801313,-1.6424981,-2.4681678,-2.698843,-1.7029449,-4.3584285,-4.4513273,-1.8270926,-3.7963758,-4.211276
11.22.63,A high school teacher travels back in time to prevent John F. Kennedy's assassination.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,./data/posters/romance/11_22_63.jpg,-1.5827314,-2.2454164,-2.6893878,-3.3222756,-1.4383652,-3.4026747,-1.8706964,-0.5316778,-3.7851794,-2.036842,-5.1694965,-2.9807878,-3.13883,-6.0439506,-5.7716837,-3.1077883,-3.1187947,-2.2844267,-0.5022328,-3.2696278,-4.234154,-3.393236,-4.7018847,-4.3210893,-3.472085,-3.893095,-4.1249385,-2.6561055,-1.8856236,-2.1624882,-0.5780195,-0.67313,-3.8022394,-2.734271,-2.990456,-2.6537821,-0.8440053,-3.0420506,-4.81997,-1.6120715,-2.4490545,-2.6936767,-1.7230723,-4.3692126,-4.4537277,-1.8062829,-3.7986226,-4.232847
Robin Hood,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/action/robin_hood.jpg,-0.4627745,-1.3286514,-2.2486906,-3.2156441,-1.8058933,-3.6837816,-2.4455009,-0.4863445,-3.6480548,-1.9638999,-5.764831,-1.9332368,-3.961746,-5.786246,-5.632092,-3.8509855,-3.093296,-3.2007048,-0.98581815,-3.6744854,-4.147834,-3.6574945,-4.122121,-4.166012,-3.4859188,-3.8815117,-4.0889893,-2.6956491,-1.8418151,-2.1948888,-0.5558726,-0.7448847,-3.7792945,-2.737452,-3.0603395,-2.6808183,-0.8606654,-3.016669,-4.798488,-1.6679659,-2.4903004,-2.7182236,-1.6825271,-4.396382,-4.4597263,-1.862482,-3.8321803,-4.228124
Mare of Easttown,A detective in a small Pennsylvania town investigates a local murder while trying to keep her life from falling apart.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/crime/mare_of_easttown.jpg,-1.5807147,-2.3216243,-2.566512,-3.3959327,-1.5829877,-2.3553462,-2.0142808,-0.5992163,-3.833708,-2.1695142,-4.824274,-3.3359897,-2.9960418,-6.157129,-5.8487806,-2.5580046,-3.384472,-2.6675363,-0.51290673,-3.5824091,-4.0200086,-3.1063597,-4.9198184,-4.1627283,-3.5192966,-3.950774,-4.153745,-2.6576393,-1.8662795,-2.1148298,-0.5603156,-0.69772226,-3.8305936,-2.8064265,-2.9932706,-2.6847913,-0.89661217,-3.0324485,-4.830073,-1.6689171,-2.4922295,-2.7503984,-1.7094544,-4.3717747,-4.49176,-1.8482863,-3.831481,-4.2066784
Like Mike,"A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""MJ"" inside them.",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/like_mike.jpg,-1.80533,-2.0377727,-1.7521594,-3.8414836,-0.5514237,-3.5961614,-2.0549686,-1.7481357,-3.1467698,-2.4290915,-5.7400074,-3.944855,-3.598706,-5.700694,-5.465589,-3.6779675,-3.6132011,-2.8530536,-0.24806963,-2.6252496,-4.121605,-4.075758,-5.519917,-4.56507,-3.504099,-3.9147868,-4.104876,-2.6788998,-1.8051404,-2.155384,-0.48549005,-0.78936565,-3.7870388,-2.7759778,-3.0422997,-2.702316,-0.88611615,-2.9797313,-4.771547,-1.6947755,-2.4932458,-2.7124672,-1.661337,-4.337644,-4.4550962,-1.8715471,-3.8480616,-4.1951375
Cobra Kai,"Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/action/cobra_kai.jpg,0.22669503,-1.6422428,-2.001052,-3.0315921,-1.6087035,-3.8741813,-2.6874347,-0.91185385,-3.0855267,-3.3061795,-5.8065577,-3.1326225,-4.942099,-6.2550035,-6.1914163,-4.6815395,-3.7650678,-3.510452,-1.8731617,-0.030256748,-4.327033,-4.0083756,-4.6036925,-3.486282,-3.4195552,-3.866647,-4.097623,-2.6965683,-1.8847591,-2.1463912,-0.54800624,-0.7554948,-3.8179002,-2.7500474,-3.0517411,-2.662093,-0.8667947,-3.0888436,-4.8417873,-1.6616908,-2.5569217,-2.6918638,-1.6916469,-4.369113,-4.433104,-1.8309592,-3.8150365,-4.2032194
Animal Kingdom,"Centers on a Southern California family, whose excessive lifestyle is fueled by their criminal activities.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/crime/animal_kingdom.jpg,-1.4500564,-2.675623,-2.7631292,-3.170804,-1.6457334,-1.4388349,-1.650999,-0.9144917,-4.2406235,-2.962985,-4.5593424,-3.390748,-3.3366535,-6.140137,-6.100058,-2.6471305,-3.937735,-2.7839015,-0.7089686,-3.4966135,-4.0184193,-2.9691265,-5.2665453,-4.1211867,-3.4727626,-3.869198,-4.099522,-2.6848958,-1.9031962,-2.1290073,-0.52072453,-0.7065695,-3.8051317,-2.7186148,-2.957728,-2.6194878,-0.76144415,-3.1306388,-4.844887,-1.5487256,-2.5045347,-2.6827273,-1.7063584,-4.3883944,-4.424441,-1.7556452,-3.7960455,-4.192928
Teen Beach Movie,"Two surfing lovers, whose doomed relationship is nearing to a close, find themselves swept into a dimension-traversing wave that sends them into a beach movie musical in the 60's.",0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/musical/teen_beach_movie.jpg,-1.8182147,-1.595985,-1.4849143,-3.2957952,-0.8645128,-3.929973,-1.6310666,-1.9232615,-3.084087,-2.9732597,-6.050021,-3.4557889,-4.207108,-4.6783257,-5.091167,-4.440019,-3.7481508,-3.5750334,-0.46312293,-2.475675,-4.4748855,-4.5435386,-5.5673523,-4.2653923,-3.6068025,-3.9210865,-4.055841,-2.7995398,-1.6890215,-2.2303035,-0.43953145,-0.92802846,-3.7294612,-2.7888956,-3.171846,-2.8269055,-0.92971176,-2.8742673,-4.7041836,-1.7940917,-2.5117393,-2.7741826,-1.5946984,-4.383235,-4.500748,-1.9854535,-3.9727292,-4.260444
Into the Wild,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/biography/into_the_wild.jpg,-2.2126665,-1.862876,-2.6784174,-3.330436,-1.82843,-3.9220142,-1.6104064,-1.0833784,-3.600417,-2.783085,-5.664779,-3.2018142,-3.8407652,-6.1193976,-5.886023,-3.812715,-3.3661196,-3.4733899,-0.82880515,-3.156605,-5.1066275,-4.067675,-5.3627453,-3.1746118,-3.556383,-3.8347268,-3.9812593,-2.8152208,-1.716161,-2.2679582,-0.5304578,-0.90920454,-3.6809285,-2.7245693,-3.1993685,-2.8372474,-0.8571846,-2.867183,-4.6791253,-1.7648635,-2.476995,-2.7488124,-1.6007429,-4.462275,-4.4724216,-1.9552686,-3.958308,-4.2357106
Behind the Candelabra,A chronicle of the tempestuous six-year romance between megastar singer Liberace and his young lover Scott Thorson.,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,./data/posters/music/behind_the_candelabra.jpg,-1.1481552,-1.7465011,-2.179869,-2.9568334,-1.5503936,-3.3335323,-1.7813917,-0.63184214,-3.5429766,-2.2469978,-5.250399,-2.4693658,-3.8553023,-5.5641103,-5.4864297,-3.6029055,-3.1399493,-3.007895,-0.60553026,-3.211578,-4.195652,-3.703436,-4.5376544,-4.1053786,-3.5746167,-3.8525476,-3.9903755,-2.8158906,-1.712416,-2.2645726,-0.52696466,-0.898372,-3.6856053,-2.730215,-3.2003796,-2.8474243,-0.8686076,-2.845484,-4.6720686,-1.7764894,-2.458008,-2.7502618,-1.599485,-4.452004,-4.4760647,-1.9604512,-3.9647834,-4.2606025
In Time,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,./data/posters/sci_fi/in_time.jpg,-1.6349163,-2.2769434,-2.5490918,-3.825981,-1.6056472,-3.1787927,-1.9640843,-0.9811384,-3.8886144,-2.0446672,-5.1794605,-3.705886,-2.8944814,-6.1272426,-5.9314475,-2.948613,-3.4424055,-2.1901684,-0.28622368,-3.9856455,-4.0291033,-3.3584366,-5.223174,-4.3659573,-3.463854,-3.8795855,-4.1094832,-2.6362832,-1.8829347,-2.154573,-0.5336907,-0.690591,-3.7851849,-2.72655,-2.969695,-2.610204,-0.84040487,-3.0209868,-4.793414,-1.6138167,-2.4488091,-2.6768703,-1.6996573,-4.346141,-4.4266615,-1.8040255,-3.7666593,-4.197868
